[00:00:23] [Server thread/INFO]: Singularity7k issued server command: /locate
[00:02:50] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure #better_pyramid:ancient_city
[00:02:51] [Server thread/INFO]: Locating element #better_pyramid:ancient_city (minecraft:ancient_city) took 1232 ms
[00:02:57] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2048 ~ -1728
[00:02:58] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -117], discarding
[02:10:03] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-123, -121], discarding
[02:10:03] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-123, -122], discarding
[02:10:03] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-123, -123], discarding
[02:10:04] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-124, -120], discarding
[02:10:04] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-124, -121], discarding
[02:10:04] [Paper Common Worker #0/ERROR]: Unknown structure start: towns_and_towers:village_grove
[02:10:04] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-124, -122], discarding
[02:10:04] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_grove' in chunk [-124, -123], discarding
[02:10:24] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[02:10:35] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure qrafty:crane
[02:10:36] [Server thread/INFO]: Locating element qrafty:crane took 177 ms
[02:10:38] [Server thread/INFO]: Singularity7k issued server command: /tp @s 3232 ~ -448
[02:11:16] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[02:11:29] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure qrafty:enchanter
[02:11:36] [Server thread/INFO]: Locating element qrafty:enchanter took 6673 ms
[02:11:36] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 6650ms or 133 ticks behind
[02:11:37] [Server thread/INFO]: Singularity7k issued server command: /tp @s 3120 ~ -8144
[02:12:09] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-242, y=56, z=88}
[02:12:09] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-240, y=57, z=84}
[02:12:13] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-240, y=57, z=84}
[02:12:13] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-242, y=56, z=88}
[02:12:13] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-240, y=57, z=84}
[02:12:13] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-242, y=56, z=88}
[02:12:49] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[02:13:06] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure qrafty:exogino
[02:13:15] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure qrafty:farm
[02:13:15] [Server thread/INFO]: Locating element qrafty:farm took 378 ms
[02:13:17] [Server thread/INFO]: Singularity7k issued server command: /tp @s 4912 ~ -928
[02:14:11] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[02:14:22] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure qrafty:farmer_fort
[02:14:32] [Paper Watchdog Thread/ERROR]: --- DO NOT REPORT THIS TO PAPER - THIS IS NOT A BUG OR A CRASH  - 1.21.8-6-782ce95 (MC: 1.21.8) ---
[02:14:32] [Paper Watchdog Thread/ERROR]: The server has not responded for 10 seconds! Creating thread dump
[02:14:32] [Paper Watchdog Thread/ERROR]: ------------------------------
[02:14:32] [Paper Watchdog Thread/ERROR]: Server thread dump (Look for plugins here before reporting to Paper!):
[02:14:32] [Paper Watchdog Thread/ERROR]: ------------------------------
[02:14:32] [Paper Watchdog Thread/ERROR]: Current Thread: Server thread
[02:14:32] [Paper Watchdog Thread/ERROR]: 	PID: 40 | Suspended: false | Native: false | State: RUNNABLE
[02:14:32] [Paper Watchdog Thread/ERROR]: 	Stack:
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.Mth.lerp2(Mth.java:545)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.Mth.lerp3(Mth.java:561)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.synth.ImprovedNoise.sampleAndLerp(ImprovedNoise.java:103)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.synth.ImprovedNoise.noise(ImprovedNoise.java:61)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.synth.PerlinNoise.getValue(PerlinNoise.java:153)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.synth.PerlinNoise.getValue(PerlinNoise.java:141)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.synth.NormalNoise.getValue(NormalNoise.java:79)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunction$NoiseHolder.getValue(DensityFunction.java:89)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$ShiftNoise.compute(DensityFunctions.java:999)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$ShiftB.compute(DensityFunctions.java:971)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$Cache2D.compute(NoiseChunk.java:494)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$FlatCache.compute(NoiseChunk.java:641)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunctions.java:1028)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$FlatCache.compute(NoiseChunk.java:641)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.apply(DensityFunctions.java:1136)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.apply(DensityFunctions.java:1105)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.apply(CubicSpline.java:257)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline.compute(DensityFunctions.java:1077)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$Cache2D.compute(NoiseChunk.java:494)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$FlatCache.compute(NoiseChunk.java:641)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunctions.java:266)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(NoiseChunk.java:573)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunctions.java:266)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(NoiseChunk.java:573)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$RangeChoice.compute(DensityFunctions.java:879)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(NoiseChunk.java:573)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$PureTransformer.compute(DensityFunctions.java:848)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunctions.java:271)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.computePreliminarySurfaceLevel(NoiseChunk.java:207)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$$Lambda/0x000077d47e393860.get(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap.computeIfAbsent(Long2IntOpenHashMap.java:496)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.preliminarySurfaceLevel(NoiseChunk.java:198)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeFluid(Aquifer.java:381)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.getAquiferStatus(Aquifer.java:365)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(Aquifer.java:216)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.lambda$new$0(NoiseChunk.java:154)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$$Lambda/0x000077d47e392de8.calculate(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.material.MaterialRuleList.calculate(MaterialRuleList.java:13)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.getInterpolatedState(NoiseChunk.java:177)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.iterateNoiseColumn(NoiseBasedChunkGenerator.java:199)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.getBaseHeight(NoiseBasedChunkGenerator.java:110)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.chunk.ChunkGenerator.getFirstFreeHeight(ChunkGenerator.java:697)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.pools.JigsawPlacement.addPieces(JigsawPlacement.java:113)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.structures.JigsawStructure.findGenerationPoint(JigsawStructure.java:142)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.Structure.findValidGenerationPoint(Structure.java:209)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.StructureCheck.canCreateStructure(StructureCheck.java:120)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.StructureCheck.lambda$checkStart$1(StructureCheck.java:112)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.StructureCheck$$Lambda/0x000077d47e492618.get(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		ca.spottedleaf.moonrise.common.map.SynchronisedLong2BooleanMap.getOrCompute(SynchronisedLong2BooleanMap.java:35)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.structure.StructureCheck.checkStart(StructureCheck.java:112)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.StructureManager.checkStructurePresence(StructureManager.java:186)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.chunk.ChunkGenerator.getStructureGeneratingAt(ChunkGenerator.java:311)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.chunk.ChunkGenerator.getNearestGeneratedStructure(ChunkGenerator.java:288)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.chunk.ChunkGenerator.findNearestMapStructure(ChunkGenerator.java:193)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.commands.LocateCommand.locateStructure(LocateCommand.java:109)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.commands.LocateCommand.lambda$register$4(LocateCommand.java:65)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.commands.LocateCommand$$Lambda/0x000077d47cde4680.run(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		com.mojang.brigadier.context.ContextChain.runExecutable(ContextChain.java:73)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.tasks.ExecuteCommand.execute(ExecuteCommand.java:30)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.tasks.ExecuteCommand.execute(ExecuteCommand.java:13)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.UnboundEntryAction.lambda$bind$0(UnboundEntryAction.java:8)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.UnboundEntryAction$$Lambda/0x000077d47e0dd390.execute(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.CommandQueueEntry.execute(CommandQueueEntry.java:5)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.execution.ExecutionContext.runCommandQueue(ExecutionContext.java:105)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.Commands.executeCommandInContext(Commands.java:451)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.Commands.performCommand(Commands.java:357)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.commands.Commands.performCommand(Commands.java:345)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.network.ServerGamePacketListenerImpl.performUnsignedChatCommand(ServerGamePacketListenerImpl.java:2313)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.network.ServerGamePacketListenerImpl.lambda$handleChatCommand$12(ServerGamePacketListenerImpl.java:2286)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.network.ServerGamePacketListenerImpl$$Lambda/0x000077d47e487b40.run(Unknown Source)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.TickTask.run(TickTask.java:18)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.doRunTask(BlockableEventLoop.java:155)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(ReentrantBlockableEventLoop.java:24)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.doRunTask(MinecraftServer.java:1449)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.doRunTask(MinecraftServer.java:176)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.pollTask(BlockableEventLoop.java:129)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.pollTaskInternal(MinecraftServer.java:1429)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.pollTask(MinecraftServer.java:1423)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.managedBlock(BlockableEventLoop.java:139)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.managedBlock(MinecraftServer.java:1380)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.waitUntilNextTick(MinecraftServer.java:1388)
[02:14:32] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.runServer(MinecraftServer.java:1265)
